paper,year,month,title,author
2356,1987,August,"Employee Crime, Monitoring, and the Efficiency Wage Hypothesis","['Kevin Lang', 'Lawrence F Katz', 'Lawrence H Summers', 'William T Dickens']"
2357,1987,August,An Analysis of the Implications for Stock and Futures Price Volatility of Program Trading and Dynamic Hedging Strategies,['Sanford J Grossman']
2358,1987,August,"Credibility, Real Interest Rates, and the Optimal Speed of Trade Liberalization",['Kenneth A Froot']
2359,1987,August,Integrated Regressors and Tests of the Permanent Income Hypothesis,"['James H Stock', 'Kenneth D West']"
2360,1987,August,"Seasonality, Cost Shocks, and the Production Smoothing Model of Inventories","['Jeffrey A Miron', 'Stephen P Zeldes']"
2361,1987,August,The Evolution of Public Sector Bargaining Laws,['Henry S Farber']
2362,1987,August,Tests of Excess Forecast Volatility in the Foreign Exchange and Stock Markets,['Kenneth A Froot']
2363,1987,August,New Hope for the Expectations Hypothesis of the Term Structure of Interest Rates,['Kenneth A Froot']
2364,1987,August,On the Interpretation of Near Random-Walk Behavior in GNP,['Kenneth D West']
2365,1987,August,"Tariffs, the Real Exchange Rate and the Terms of Trade: On Two Popular Propositions in International Economics","['Sebastian Edwards', 'Sweder van Wijnbergen']"
2366,1987,August,"Firm Characteristics, Unanticipated Inflation, and Stock Returns","['Douglas K Pearce', 'V Vance Roley']"
2367,1987,August,Recent Estimates of Time-Variation in the Conditional Variance and in the Exchange Risk Premium,['Jeffrey A Frankel']
2368,1987,August,Returns to Seniority in Union and Nonunion Jobs: A New Look at the Evidence,"['Henry S Farber', 'Katharine G Abraham']"
2369,1987,August,Asset Pricing and Optimal Portfolio Choice in the Presence of Illiquid Durable Consumption Goods,"['Guy Laroque', 'Sanford J Grossman']"
2370,1987,August,Market Power and Exchange Rate Adjustment in the Presence of Quotas,['Joshua Aizenman']
2371,1987,August,Exchange Rates and U.S. Auto Competitiveness,['J David Richardson']
2372,1987,August,Open Economy Macroeconomics: New Directions,['Rudiger Dornbusch']
2373,1987,September,Resolving the International Debt Crisis,['Stanley Fischer']
2374,1987,September,Negotiated Trade Restrictions with Private Political Pressure,"['Robert C Feenstra', 'Tracy R Lewis']"
2375,1987,September,Household Formation and Home Ownership: The Impacts of Demographics and Taxes,['Patric H Hendershott']
2376,1987,September,Finanial Policy and Speculative Runs with a Crawling Peg: Argentina 1979-1981,"['Robert E Cumby', 'Sweder van Wijnbergen']"
2377,1987,September,The Interaction Between Capital Investment and R&D in Science-Based Firms,"['Mark Schankerman', 'Saul Lach']"
2378,1987,September,Argentina: Debt and Macroeconomic Instability,"['Juan Carlos de Pablo', 'Rudiger Dornbusch']"
2379,1987,September,Debt Problems and the World Macro Economy,['Rudiger Dornbusch']
2380,1987,September,Is it Risk? Explaining Deviations from Uncovered Interest Parity,['Robert E Cumby']
2381,1987,September,The Regularity of Business Cycles,['Victor Zarnowitz']
2382,1987,September,Social Security Reforms and Poverty Among Older Dual-Earner Couples,['Olivia S Mitchell']
2383,1987,September,Consumption Risk and International Asset Returns: Some Empirical Evidence,['Robert E Cumby']
2384,1987,September,The Impact of Monetary Targeting in the United States: 1976-1984,['Carl E Walsh']
2385,1987,September,Order Backlogs and Production Smoothing,['Kenneth D West']
2386,1987,September,Imperfect Competition and the Keynesian Cross,['N Gregory Mankiw']
2387,1987,September,Financing Constraints and Corporate Investment,"['Bruce C Petersen', 'R Glenn Hubbard', 'Steven M Fazzari']"
2388,1987,September,Dynamic Behavior of Imperfectly Competitive Economies with Multiple Equilibria,['Russell W Cooper']
2389,1987,September,Fiscal Policies and the Stock Market: International Dimensions,['Assaf Razin']
2390,1987,September,U.S. and Swedish Direct Investment and Exports,"['Ksenia Kulchycky', 'Magnus Blomstrom', 'Robert E Lipsey']"
2391,1987,September,How Much Care Do the Aged Receive from Their Children? A Bimodal Picture of Contact and Assistance,"['John N Morris', 'Laurence J Kotlikoff']"
2392,1987,September,"Asset Accumulation, Information, and the Life Cycle","['Jonathan I Leape', 'Mervyn A King']"
2393,1987,September,Prices of Single Family Homes Since 1970: New Indexes for Four Cities,"['Karl E Case', 'Robert J Shiller']"
2394,1987,October,"Til Debt Do Us Part: The U.S. Capital Market and Foreign Lending, 1920-1955",['Barry J Eichengreen']
2395,1987,October,The Economic Consequences of Noise Traders,"['Andrei Shleifer', 'J Bradford De Long', 'Lawrence H Summers', 'Robert J Waldmann']"
2396,1987,October,Why are Wages Cyclical in the 1970's?,['Rebecca M Blank']
2397,1987,October,Disaggregating the Effect of the Business Cycle on the Distribution of Income,['Rebecca M Blank']
2398,1987,October,Israel's Stabilization: A Two-Year Review,"['Michael Bruno', 'Sylvia Piterman']"
2399,1987,October,Contraction and Expansion: The Divergence of Private Sector and Public Sector Unionism in tht U.S.,['Richard B Freeman']
2400,1987,October,Can Futures Market Data Be Used to Understand the Behavior of Real Interest Rates?,['Frederic S Mishkin']
2401,1987,October,Heteroskedasticity-Consistent Estimation of the Variance-Covariance Matrix for the Almost Ideal Demand System,['Melvyn A Fuss']
2402,1987,October,What Do We Know About Worker Displacement in the U.S.?,['Daniel S Hamermesh']
2403,1987,October,Trade in Risky Assets,['Lars E O Svensson']
2404,1987,October,"Energy, Obsolescence, and the Productivity Slowdown","['Charles R Hulten', 'Frank C Wykoff', 'James W Robertson']"
2405,1987,October,The Political Economy of Fiscal Policy,"['Daniel E Ingberman', 'Robert P Inman']"
2406,1987,October,Economic Incentives and Political Institutions: Spending and Voting in School Budget Agenda,"['Howard L Rosenthal', 'Thomas Romer', 'Vincent Munley']"
2407,1987,October,Transactions Costs and Internal Labor Markets,['Sherwin Rosen']
2408,1987,October,United States-Japan Economic Relations,['Rachel McCulloch']
2409,1987,October,Prospects for Liberalizing the International Trading System,['Anne O Krueger']
2410,1987,October,"Investment, Openness, and Country Risk",['Joshua Aizenman']
2411,1987,October,The Marginal Value of Social Security,['Michael D Hurd']
2412,1987,October,The Equilibrium and Optimal Timing of Price Changes,"['David H Romer', 'Laurence M Ball']"
2413,1987,October,"Seigniorage, Operating Rules and the High Inflation Trap","['Michael Bruno', 'Stanley Fischer']"
2414,1987,October,Worker Knowledge of Pension Provisions,['Olivia S Mitchell']
2415,1987,October,The Importance of Gifts and Inheritances Among the Affluent,"['B Gabriela Mundaca', 'Michael D Hurd']"
2416,1987,October,Commitment and the Modern Union: Assessing the Link Between Premarital Cohabitation and Subsequent Marital Stability,"['Ann Klimas Blanc', 'David E Bloom', 'Neil G Bennett']"
2417,1987,October,"Trade in Nominal Assets: Monetary Policy, and Price Level and Exchange Rate Risk",['Lars E O Svensson']
2418,1987,October,The Costs of Conflict Resolution and Financial Distress: Evidence from the Texaco-Pennzoil Litigation,"['David M Cutler', 'Lawrence H Summers']"
2419,1987,October,"Have Productivity Levels Converged? Productivity Growth, Convergence, and Welfare in the Very Long Run",['J Bradford De Long']
2420,1987,October,Import Competition and the Stock Market Return to Capital,"['Gene M Grossman', 'James A Levinsohn']"
2421,1987,October,Bank Portfolio Choice with Private Information About Loan Quality: Theory and Implications for Regulation,"['Deborah J Lucas', 'Robert L McDonald']"
2422,1987,October,Bank Financing and Investment Decisions with Asymmetric Information,"['Deborah J Lucas', 'Robert L McDonald']"
2423,1987,October,The Learning Curve and Optimal Production Under Uncertainty,"['Robert S Pindyck', 'Saman Majd']"
2424,1987,October,Adjustment in the World Economy,['Paul R Krugman']
2425,1987,November,Inventories and the Propagation of Sectoral Shocks,"['John C Haltiwanger', 'Russell W Cooper']"
2426,1987,November,"Pensions, Efficiency Wages, and Job Mobility","['Alan L Gustman', 'Thomas L Steinmeier']"
2427,1987,November,Federal Deductibility and Local Property Tax Rates,"['Douglas Holtz-Eakin', 'Harvey S Rosen']"
2428,1987,November,Equilibrium Political Budget Cycles,['Kenneth S Rogoff']
2429,1987,November,"Risk, Uncertainty and Exchange Rates",['Robert J Hodrick']
2430,1987,November,Tax Neutrality and Intangible Capital,"['Andrew B Lyon', 'Don Fullterton']"
2431,1987,November,Credible Commitment and Exchange Rate Stability: Canada's Interwar Experience,"['Angela Redish', 'Michael D Bordo']"
2433,1987,November,The Effect of Mental Distress on Income: Results from a Community Survey,"['Paul J Gertler', 'Richard G Frank']"
2434,1987,November,Macroeconomic Effects of Price Controls: The Role of Market Structure,['Elhanan Helpman']
2435,1987,November,The Real Exchange Rate and Employment in U.S. Manufacturing: State and Regional Results,"['James P Love', 'William H Branson']"
2436,1987,November,"Permanent Income, Current Income, and Consumption","['John Y Campbell', 'N Gregory Mankiw']"
2437,1987,November,Trade Deficits in the Long Run,['Barry J Eichengreen']
2438,1987,November,"The Farm Labor Force by Region, 1820-1860: Revised Estimates and Implications for Growth",['Thomas J Weiss']
2439,1987,November,"Pension Wealth, Age-Wealth Profiles and the Distribution of Net Worth","['Ann A McDermed', 'Robert L Clark', 'Steven G Allen']"
2440,1987,November,Changes in the Cyclical Behavior of Individual Production Series,['Christina D Romer']
2441,1987,November,"Portfolio Diversification, Real Interest Rates, and the Balance of Payments",['Carol L Osler']
2442,1987,November,Social Security and Earlier Retirement in Japan: Cross-Sectional Evidence,"['Tadashi Yamada', 'Tetsuji Yamada']"
2443,1987,November,Lending to an Insecure Sovereign,['Herschel I Grossman']
2444,1987,November,Nutrition and Infant Health in Japan,"['Frank J Chaloupka, IV', 'Tadashi Yamada', 'Tetsuji Yamada']"
2445,1987,November,"Predicting Criminal Recidivism Using ""Split Population"" Survival Time Models","['Ann Dryden Witte', 'Peter Schmidt']"
2446,1987,November,Investor Behavior in the October 1987 Stock Market Crash: Survey Evidence,['Robert J Shiller']
2447,1987,November,Factor Prices and Welfare Under Integrated Capital Markets,['Carol L Osler']
2448,1987,November,Economic Development and the Timing and Components of Population Growth,"['David E Bloom', 'Richard B Freeman']"
2449,1987,November,Trade Policy under Endogenous Credibility,"['Charles Engel', 'Kenneth M Kletzer']"
2450,1987,December,What Do We Learn from Unit Roots in Macroeconomic Time Series?,['Danny T Quah']
2451,1987,December,Welfare Dominance: An Application to Commodity Taxation,"['Joel B Slemrod', 'Shlomo Yitzhaki']"
2452,1987,December,"Quality Upgrading and its Welfare Cost in U.S. Steel Imports, 1969-74","['Randi Boorstein', 'Robert C Feenstra']"
2453,1987,December,Symmetric Pass-Through of Tariffs and Exchange Rates Under Imperfect Competition: An Empirical Test,['Robert C Feenstra']
2454,1987,December,Wage Gaps vs. Output Gaps: Is There a Common Story for All of Europe?,['Robert J Gordon']
2455,1987,December,U.S. Commercial Banks and the Developing Country Debt Crisis,"['Harry Huizinga', 'Jeffrey D Sachs']"
2456,1987,December,Means of Payment in Takeovers: Results for the U.K. and U.S.,"['Colin Mayer', 'Julian Franks', 'Robert S Harris']"
2457,1987,December,"Patents, Citations and Innovations: Tracing the Links",['Manuel Trajtenberg']
2458,1987,December,Information and Multi-Period Optimal Income Taxation with Government Commitment,"['Dagobert L Brito', 'Jonathan H Hamilton', 'Joseph E Stiglitz', 'Steven M Slutsky']"
2459,1987,December,Trigger Strategies and Price Dynamics in Equity and Foreign Exchange Markets,['Paul R Krugman']
2460,1987,December,International Capital Mobility and Tax Evasion,['Alberto Giovannini']
2461,1987,December,Some Notes on the Scientific Methods of Simon Kuznets,['Robert W Fogel']
2462,1987,December,The Incidence and Efficiency Costs of Corporate Taxation when Corporate and Noncorporate Firms Produce the Same Good,"['Jane G Gravelle', 'Laurence J Kotlikoff']"
2463,1987,December,"Pension Backloading, Wage Taxes, and Work Disincentives","['David A Wise', 'Laurence J Kotlikoff']"
2464,1987,December,The Flexible Exchange Rate System: Experience and Alternatives,"['Jeffrey A Frankel', 'Rudiger Dornbusch']"
2465,1987,December,Industry Effects and Appropriability Measures in the Stock Markets Valuation of R&D and Patents,"['Iain M Cockburn', 'Zvi Griliches']"
2466,1987,December,The Gains from Fiscal Cooperation in the Two Commodity Real Trade Model,['Stephen J Turnovsky']
2467,1987,December,Dynamic Strategic Monetary Policies and Coordination in Interdependent Economies,"['Stephen J Turnovsky', 'Tamer Basar', ""Vasco d'Orey""]"
2468,1987,December,The Politics of Ambiguity,"['Alberto F Alesina', 'Alex Cukierman']"
2469,1987,December,"Quits, Moves, Spatial Equilibrium and Workplace Relocation",['Jeffrey S Zax']
2470,1987,December,A Dynamic Programming Model of Retirement Behavior,['John P Rust']
2471,1987,December,"The Dynamics of Housing Demand by the Elderly: Wealth, Cash Flow, and Demographic Effects","['Daniel L McFadden', 'Jonathan S Feinstein']"
2472,1987,December,The Case of the Negative Nominal Interest Rates: New Estimates of the Term Structure of Interest Rates During the Great Depression,['Stephen G Cecchetti']
2473,1987,December,Recent Developments in Macroeocnomics,['Stanley Fischer']
2474,1987,December,Recent Developments in Macroeconomics: A Very Quick Refresher Course,['N Gregory Mankiw']
2475,1987,December,"Monetary Policy and Performance in the U.S., Japan and Europe, 1973-86",['Stanley Fischer']
2476,1987,December,Real Rigidities and the Non-Neutrality of Money,"['David H Romer', 'Laurence M Ball']"
2477,1987,December,Productivity in American Whaling: The New Bedford Fleet in the Nineteenth Century,"['Lance E Davis', 'Robert E Gallman', 'Teresa Hutchins']"
2478,1987,December,"The Taxation of Income from Capital in the United States, 1980-86","['Don Fullterton', 'Marios Karayannis']"
2479,1988,January,The U.S. Japan Trade Imbalance from the Japanese Perspective,['Ryuzo Sato']
2480,1988,January,Real Business Cycle Models,['Bennett T McCallum']
2481,1988,January,Target Zones and Exchange Rate Dynamics,['Paul R Krugman']
2482,1988,January,Fiscal Policies and the Dollar/Pound Exchange Rate: 1870-1984,['Vittorio U Grilli']
2483,1988,January,Some Empirical Evidence on Hysteresis in Aggregate US Import Prices,['Richard E Baldwin']
2484,1988,January,The Basic Analytics of Moral Hazard,"['Joseph E Stiglitz', 'Richard J Arnott']"
2485,1988,January,Monopoly Wealth and International Debt,['Jonathan Eaton']
2486,1988,January,Financing vs. Forgiving a Debt Overhang,['Paul R Krugman']
2487,1988,January,The Implications of Knowledge-Based Growth for the Optimality of Open Capital Markets,"['Meir Kohn', 'Nancy Peregrim Marion']"
